Bad-ID,Badtyp,Name,Straße,Postleitzahl,Ort,Ansprechpartner,Telefon,E-Mail-Adresse,Webseite,Gemeindekennzahl,Längengrad,Breitengrad,"Ganzjährig geöffnet","Beginn der Sommerzeit","Ende der Sommerzeit","Beginn der Winterzeit","Ende der Winterzeit",Baujahr,"Baukosten bei Fertigstellung","Währung der Baukosten","Baukosten heute (Euro)",Eigentümer,"Name des Eigentümers",Betreiber,"Name des Betreibers",Eigentümer-Risiko,Betreiber-Risiko,Besucher,"Eintritt Erwachsene","Ermäßigung Kind","Ermäßigung Familie","Ermäßigung Behinderte","Ermäßigung Senioren",Frühtarif,Abendtarif,Schulsport,"ÖPNV Strecke","ÖPNV <500m","PKW Parkplätze","Fahrrad Parkplätze","Behinderten Parkplätze",E-Ladestationen,"Gegenstrom Anlage",Schwimmwanderkanal,"10m Sprungturm","7,5m Sprungturm","5m Sprungturm","3m Sprungturm","3m Sprungbrett","1m Sprungbrett",Großrutsche,Kinderrutsche,"Separates Rutschbecken",Restaurant,Bistro,Essensautomat,"Bewirtung für Badegäste","Bewirtung öffentlich","Sportangebot an Land","Fläche Umkleide","Anzahl Sammelumkleiden","Anzahl Einzelumkleiden","Anzahl Spinde","Rollstuhl Stellplätze","Unterfahrbarer Waschtisch","Breite Liegen","Extra große Spinde","Barrierefreiheit Sonstiges","Kursraum ohne Geräte","Ausstattung Kursraum","Kursraum mit Geräten","Geräte Kursraum","Liegewiese Größe","Spielfläche Größe",einrichtung_spielflaeche,"Spielplatz Größe","Spielplatz Geräte","Beachfeld Größe",FKK-Fläche,"Installierte Fitnessgeräte","Sonstige Freiflächen","Sauna Fläche","Anzahl Saunen","Anzahl Solarien","Anzahl Massagen",Poollifter,"Barrierefreie Rutsche","Wasserabwesender Rollstuhl","Breite Gänge","Taktiles Leitsystem","Optische und akustische Anzeigen","Manuelles Kassensystem","Automatisches Kassensystem","Anlage dauerhaft geschlossen","Schließung Begründung","Anlage temporär geschlossen",Schließdatum,"Einschränkung Schwimmbetrieb","Einschränkungen Beschreibung","Einschränkung Funktion","Einschränkungen Funktion Beschreibung",WLAN,"Öffentliches Wlan",Mobilfunkstandard,"Badebetrieb neben Wettkampf","Energieeffiziente Maßnahmen","Zusätzliche Angebote","Nutzung durch Vereine","Nutzung durch Schulen","Nutzung durch Bürger","Nutzung durch Firmen","Nutzung durch VHS","Kommerzielle Nutzung","Sonstige Nutzer","Anteil Vereine","Anteil Schulen","Anteil Bürger","Anteil Firmen","Anteil VHS","Anteil Kommerzielle Nutzung","Anteil Sonstige Nutzer",Stundentarif,"Sonstige Tarife","Sonstige Sprungbretter",Startblöcke,"Anzahl Startblöcke",Kommentar,Öffnungsdatum,"Wettkampftauglichkeit Schwimmen","Wettkampftauglichkeit Wasserball","Wettkampftauglichkeit Springen","Wettkampftauglichkeit Rettungsschwimmen","Wettkampftauglichkeit Synchronschwimmen","Wettkampftauglichkeit Tauchen","Badpate vorhanden",Erweiterungen,Sanierungen,Förderungen
7389,Hallenbad,"Schwimmhalle Marne","Wilhelmstraße 35",25790,Marne,"Christina Mohr","04851 4644",,www.amt-marne-nordsee.de/kultur-freizeit/schwimmhalle/,01051072,9.00631,53.94979,ja,,,,,,,,,"Gemeinde oder Stadt",Marne,"Gemeinde oder Stadt",Marne,,,,3.5,ja,ja,ja,ja,nein,ja,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,ja,nein,nein,,nein,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,nein,,nein,,,,,,,,,,,"Dampfbad, Fußbecken",ja,ja,ja,nein,nein,ja,,,,,,,,,nein,"Saunatarif, 10er-, Monats-, Halbjahres Karen",,ja,5,,,,,,,,,nein,,,
7412,Freibad,"Freibad Oberreichenbach","Badstraße 1",08468,"Reichenbach im Vogtland",,"03765 386675",,www.reichenbach-vogtland.de/kultur-freizeit/freibaeder/freibad-reichenbach/,14523340,12.328368,50.633477,nein,Mai,September,,,,,,,,,,,,,,3.5,ja,nein,nein,nein,nein,ja,nein,,nein,,,,,nein,nein,nein,nein,ja,ja,ja,ja,ja,ja,nein,nein,ja,,ja,,"Beachvolleyball, Tischtennis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,Saisonkarte,,ja,,,,,,,,,,nein,,,
7413,Freibad,"Freibad Wernesgrün","Bergstraße 3a",08237,Steinberg,,"037462 3840",rathaus@gde-steinberg.de,www.gemeinde-steinberg.de/inhalte/steinberg/_inhalt/gemeinde/einrichtungen/freibaeder/freibad_wernesgruen/freibad_wernesgruen,14523380,12.474348,50.533897,nein,Mai,September,,,,,,,,,,,,,,1.5,ja,nein,nein,nein,nein,nein,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,ja,,ja,,"Volleyball, Tischtennis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
7414,Freibad,"Freibad Paradies Großwig","Dorfstraße 36",04860,Dreiheide,,"03421 72170",,www.freizeitengel.de/Angebot/Freibad-Paradies-Grosswig/auswahl?p=6537,14730100,12.882347,51.563514,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,"Fußballfeld, Volleyballfeld, Tennisplatz, Bolzplatz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,nein,,,,,,,,,,nein,,,
7415,Hallenbad,Walter-Schmid-Halle,"Marktstraße 11",89537,"Giengen an der Brenz",,"07322 9520",stadtverwaltung@giengen.de,www.giengen.de/de/Freizeit-Tourismus/Freizeit-Sport/Hallenbad,08135016,10.24422,48.62092,ja,,,,,,,,,"Gemeinde oder Stadt",Giengen,"Gemeinde oder Stadt",Giengen,,,,2.5,ja,ja,nein,nein,nein,nein,ja,,,,,,,nein,nein,nein,nein,nein,nein,,,nein,nein,nein,nein,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,nein,nein,nein,,,,,,,,,nein,,,,,,,,,,,,,nein,,,
7416,Freizeitbad,"Freizeitbad Jurawell","Baumschulenweg 27",89542,Herbrechtingen,,"07324 985160",info@twh-gmbh.de,www.jurawell.de/,08135020,10.17181,48.61728,ja,,,,,,,,,"Gemeinde oder Stadt",Herbrechtingen,"Gemeinde oder Stadt",Herbrechtingen,,,,6,ja,nein,ja,ja,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,nein,ja,nein,nein,nein,,,,,,,,,ja,,,ja,5,,,,,,,,,nein,,,
7418,Hallenbad,"Ramensteinbad Nattheim","Dieselstraße 22",89564,Nattheim,,"07321 71478",ramensteinbad@nattheim.de,www.nattheim.de/freizeit-sport/ramensteinbad,08135026,10.23847,48.70317,ja,,,,,,,,,Sonstige,"Gemeinde Nattheim",Sonstige,"Gemeinde Nattheim",,,,4,ja,ja,ja,nein,ja,ja,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,nein,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,nein,nein,ja,nein,nein,nein,,,,,,,,,nein,,,ja,5,,,,,,,,,nein,,,
7424,Freibad,"Freibad Lützeln",Sonnenwinkel,57299,Burbach,,"02736 3166",info@fsg-siegen.de,www.fsg-siegen.de/gelaende/,05970008,8.11334,50.71919,nein,,,,,,,,,,,Verein,"Familiensportgemeinschaft Siegen e.V.",,,,,,,,,,,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,nein,nein,ja,nein,nein,nein,,,,,,,,,,,,nein,,,,,,,,,,nein,,,
7434,Hallenbad,"Solebad Bad Wimpfen","Osterbergstraße 16",74206,"Bad Wimpfen",,"07063 522180",,www.badwimpfen.de/freizeit-gesundheit/gesundheit/solebad.html,08125007,9.15611,49.2334,ja,,,,,1970,,,,"Gemeinde oder Stadt","Bad Wimpfen","Gemeinde oder Stadt","Bad Wimpfen",,,,,,,,,,,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,nein,nein,ja,nein,nein,nein,,,,,,,,,,,,nein,,,,,,,,,,nein,,,
7452,Hallenbad,"Mineralhallenbad Beilstein","Albert-Einstein-Straße 20",71717,Beilstein,,"07062 3026",,www.beilstein.de/index.php?id=82,08125008,9.30799,49.04472,ja,,,,,1980,,,,Stadtwerke,"Stadt Beilstein",Stadtwerke,"Stadt Beilstein",,,,4.5,ja,ja,ja,ja,nein,nein,nein,,,,,,,nein,nein,,,,nein,nein,nein,nein,ja,nein,nein,ja,nein,ja,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,nein,nein,ja,nein,nein,nein,,,,,,,,,nein,,,ja,5,,,,,,,,,nein,,,
7453,Hallenbad,"SRH Gesundheitszentrum","Bei der alten Saline 2",74206,"Bad Wimpfen",,"07063 520",,www.gesundheitszentrum-badwimpfen.de/,08125007,9.15418,49.23385,ja,,,,,,,,,Privat,"SRH Gesundheitszentrum",Privat,"SRH Gesundheitszentrum",,,,,,,,,,,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,"Patienten der Praxis",,,,,,,,,,,nein,,,,,,,,,,nein,,,
7455,Hallenbad,"Hallenbad Eppingen","Berliner Ring 16",75031,Eppingen,,"07262 6467",,www.eppingen.de/eppingen/hallenbaeder/oeffnungszeiten/,08125026,8.91349,49.13063,ja,,,,,,,,,"Gemeinde oder Stadt",Eppingen,"Gemeinde oder Stadt",Eppingen,,,,3,ja,nein,ja,ja,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,ja,ja,ja,nein,nein,nein,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,nein,nein,nein,,,,,,,,,nein,,,ja,5,,,,,,,,,nein,,,
7456,Hallenbad,"Hallenbad Mühlbach","Hauptstraße 9",75031,Eppingen,,"07262 6467",,www.eppingen.de/eppingen/hallenbaeder/oeffnungszeiten/,08125026,8.89984,49.0999,ja,,,,,,,,,"Gemeinde oder Stadt",Eppingen,"Gemeinde oder Stadt",Eppingen,,,,1.3,ja,nein,ja,ja,nein,nein,ja,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,nein,nein,nein,nein,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
7457,Hallenbad,"Wasserwelt ElKidO","Holzweg 34",74235,Erlenbach,,"0800 3883881",info@tc-wasserwelt.de,www.einfach-schwimmen.de/impressum/,08125027,9.25311,49.17835,ja,,,,,,,,,Sonstige,"ElKidO e.V.",Sonstige,"ElKidO e.V.",,,,,,,,,,,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,nein,nein,nein,nein,,,,,,,,,,,,nein,,,,,,,,,,nein,,,
7458,Hallenbad,"Hallenbad Kirchardt","Schillerstraße 16",74912,Kirchardt,,,,www.kirchardt.de/index.php?id=55,08125049,8.98601,49.20424,ja,,,,,,,,,"Gemeinde oder Stadt",Kirchardt,"Gemeinde oder Stadt",Kirchardt,,,,,,,,,,,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,nein,nein,nein,nein,,,,,,,,,,,,nein,,,,,,,,,,nein,,,
7459,Freizeitbad,Waldsee-Therme,"Badstraße 16",88339,"Bad Waldsee",,"07524 941221",info@waldsee-therme.de,www.waldsee-therme.de,08436009,9.762550,47.91576,ja,,,,,,,,,"Gemeinde oder Stadt","Stadt Bad Waldsee","Gemeinde oder Stadt","Stadt Bad Waldsee",,,,15.5,ja,ja,ja,ja,nein,ja,ja,1700,nein,,,,,ja,ja,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,,ja,,Fitnessgeräteraum,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,nein,,nein,,,,,,,,,,,,nein,nein,ja,nein,,,,,,,,,,,ja,"Geldwertkarte, FREEONTOUR, SZ-Abo-Card-Inhaber",,nein,,,,,,,,,,nein,,,
7472,Hallenbad,"Hallenbad Eichbottzentrum","Schwaigerner Str. 78",74211,Leingarten,,"07131 9028051",,www.leingarten.de/freizeit-tourismus/baeder/hallenbad,08125058,9.11061,49.14373,,,,,,,,,,"Gemeinde oder Stadt",Leingarten,"Gemeinde oder Stadt",Leingarten,,,,,,,,,,,ja,,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,nein,nein,nein,nein,,,,,,,,,,,,nein,,,,,,,,,,nein,,,
7483,Hallenbad,"Hallenbad Oedheim","Uhlandstraße 21",74229,Oedheim,,"07136 27831",info@oedheim.de,www.oedheim.de/leben-freizeit/sport-freizeitangebote/hallenbad/,08125078,9.24465,49.24104,,,,,,,,,,"Gemeinde oder Stadt",Oedheim,"Gemeinde oder Stadt",Oedheim,,,,,,,,,,,ja,,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,nein,nein,nein,nein,,,,,,,,,,,,nein,,,,,,,,,,nein,,,
7485,Freibad,"Freibad Sulingen","Promenadenweg 4",27232,Sulingen,,"04271 952085",stadt@sulingen.de,www.freizeitbad-sulingen.de/portal/startseite.html,03251040,8.804867,52.678802,,Mai,September,,,,,,,"Gemeinde oder Stadt",Sulingen,"Gemeinde oder Stadt",Sulingen,,,,3,ja,ja,ja,nein,nein,nein,nein,400,ja,,,,,nein,nein,nein,nein,ja,nein,ja,ja,ja,nein,nein,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,nein,nein,ja,nein,nein,nein,,,,,,,,,nein,Vielschwimmerkarte,,,,,,,,,,,,nein,,,
7487,Hallenbad,"Hallenbad Kinderhospiz Löwenherz","Siebenhäuser 77",28857,Syke,,"04242 57890",info@loewenherz.de,www.loewenherz.de,03251041,8.849319,52.902303,,,,,,,,,,Verein,"Kinderhospiz Löwenherz e.V.",Verein,"Kinderhospiz Löwenherz e.V.",,,,,,,,,,,nein,650,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,Bewohner,,,,,,,,,,,,,,,,,,,,,nein,,,
7488,Kombibad,"Sole-Therme Otterndorf","Goethestraße 12",21762,Otterndorf,,"4751 3668",soletherme@otterndorf.de,www.otterndorf.de/tourismus/sole-therme/,03352046,8.898073,53.811385,ja,,,,,,,,,"Gemeinde oder Stadt",Ottendorf,"Gemeinde oder Stadt",Ottendorf,,,,9,ja,ja,ja,nein,ja,ja,nein,500,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,nein,,nein,,,,,,,,,,,,nein,nein,ja,nein,nein,nein,,,,,,,,,ja,Wertkarte,,,,,,,,,,,,nein,,,
7489,Hallenbad,"Hallenbad Barrien","Glockenstraße 16",28857,Syke,,"04242 80124",baeder@syke.de,www.syke.de/portal/seiten/hallenbad-barrien-6000130-21800.html,03251041,8.824079,52.938601,,,,,,,,,,"Gemeinde oder Stadt",Syke,"Gemeinde oder Stadt",Syke,,,,,,,,,,,ja,190,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,nein,,,
7490,Freibad,"Freibad Syke","Herrlichkeit 63A",28857,Syke,,"04242 3000",sylke.bischoff@gmail.com,www.freibad-syke.de,03251041,8.826343,52.920352,nein,Mai,September,,,,,,,"Gemeinde oder Stadt",Syke,Verein,"Unser Freibad e.V. Syke",,,,0,nein,nein,nein,nein,nein,nein,nein,50,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,ja,nein,ja,nein,Beachvolleyball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,Spielplatz,nein,nein,ja,nein,nein,nein,,,,,,,,,nein,,,ja,,,,,,,,,,nein,,,
7491,Freibad,"Schwimmpark Twistringen","Jahnstraße 20",27239,Twistringen,,"04243 3945",schwimmpark@twistringen.de,www.schwimmpark-twistringen.de/,03251042,8.663906,52.799328,,,,,,,,,,"Gemeinde oder Stadt",Twistringen,"Gemeinde oder Stadt",Twistringen,,,,3.5,ja,nein,ja,nein,nein,nein,nein,750,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,ja,nein,ja,nein,Volleyball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,Spielplatz,nein,nein,ja,nein,nein,nein,,,,,,,,,nein,"Zehnerkarte, Saisonkarte",,,,,,,,,,,,nein,,,
7492,Hallenbad,"Hallenbad Schwimm- u. Fitnessclub","Wulfhooper Str. 5",28816,Stuhr,,"0421 8998307",info@sfcrotgelb.de,www.sfcrotgelb.de/,03251037,8.778009,52.986449,,,,,,,,,,Verein,"Schwimm- u. Fitness-Club “Rot-Gelb” Bremen e. V.",Verein,"Schwimm- u. Fitness-Club “Rot-Gelb” Bremen e. V.",,,,,ja,,,,,,nein,700,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,nein,nein,,,Fitnessstudio,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,nein,,nein,,,,,,,,,,,,nein,nein,ja,nein,nein,nein,,,,,,,,,,Jahresmitgliedschaften,,nein,,,,,,,,,,nein,,,
7493,Kombibad,"Hallen-Freibad Wagenfeld","Schulstraße 14",49419,Wagenfeld,,"05444 1920",hallenfreibad@wagenfeld.de,www.wagenfeld.de/portal/seiten/hallen-freibad-wagenfeld-900000132-21840.html,03251044,8.596628,52.545029,ja,,,,,,,,,Sonstige,"Gemeinde Wagenfeld",Sonstige,"Gemeinde Wagenfeld",,,,3.5,ja,nein,nein,nein,nein,nein,nein,450,ja,,,,,nein,ja,nein,nein,nein,ja,nein,ja,nein,ja,nein,nein,ja,nein,ja,nein,Beachvolleyball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,"Spielplatz, Bocciabahn",nein,ja,ja,nein,nein,nein,,,,,,,,,nein,"Gruppentarife, Kursgebühren",,ja,,,,,,,,,,nein,,,
7494,Hallenbad,"Nemos Baby Lagune","Bürsteler Richtweg 1",28816,Stuhr,,"04206 44 79 750",kontakt@nemos-baby-lagune.de,www.nemos-baby-lagune.de/,03251037,8.685814,52.972495,,,,,,,,,,Privat,"Wilken Twietmeyer",Privat,"Wilken Twietmeyer",,,,,nein,nein,nein,nein,nein,nein,nein,170,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,"Familien mit Babys",,,,,,,,nein,Kurstarife,,nein,,,,,,,,,,nein,,,
7495,Freibad,"Märchencamping Stuhr","Zum Steller See 83",28816,Stuhr,,"04206 9191",info@maerchen-camping.com,www.maerchen-camping.com/Schwimmbad/schwimmbad.html,03251037,8.689708,53.009961,nein,,,,,,,,,Privat,"Uwe Reiter",Privat,"Uwe Reiter",,,,,,,,,,,,900,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,Urlaubsgäste,,,,,,,,,,,nein,,,,,,,,,,nein,,,
7496,Freibad,"Freibad Weyhe","Am Neddernfeld 80",28844,Weyhe,,"04203 1744",freibad@gemeinde.weyhe.de,www.weyhe.de/portal/seiten/freibad-weyhe-900000006-21850.html,03251047,8.863352,52.978668,nein,Mai,September,,,,,,,"Gemeinde oder Stadt","Gemeinde Weyhe","Gemeinde oder Stadt","Gemeinde Weyhe",,,,3.5,ja,ja,ja,nein,nein,nein,nein,270,ja,,,,,nein,nein,nein,nein,ja,nein,ja,ja,nein,ja,nein,nein,ja,nein,ja,nein,"Beachvolleyball, Fußball, Tischtennis",,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,ja,nein,nein,,nein,,nein,,nein,,,,,nein,,"Lehrschwimmhalle integriert",nein,nein,ja,nein,nein,nein,,,,,,,,,nein,"Zehnerkarten, Saisonkarten",,ja,12,,,,,,,,,nein,,,
7507,Hallenbad,"Hallenbad Melchiorshausen","Gartenstraße 10",28844,Weyhe,,,,,03251047,8.799887,52.969912,ja,,,,,,,,,,,,,,,,,,,,,,,,50,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,nein,,,
7508,Freizeitbad,"Freizeitbad Dümmer","Im Dorfe 19",49448,Hüde,,"05443 8563",info@freizeitbad-duemmer.de,www.freizeitbad-duemmer.de/,03251020,8.357497,52.493885,,,,,,,,,,Sonstige,"Samtgemeinde „Altes Amt Lemförde“",Sonstige,"Samtgemeinde „Altes Amt Lemförde“",,,,4,ja,ja,ja,nein,nein,nein,nein,150,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,ja,nein,ja,ja,Beachvolleyball,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,nein,,nein,,,,,,,,,,,Spielplatz,ja,ja,ja,nein,nein,nein,,,,,,,,,nein,"10er Karte, 50er Karte",,ja,,,,,,,,,,nein,,,
7511,Freibad,"Freizeitbad Hunteholz","Friedrich-Plate-Straße 12",49406,Barnstorf,,"05441 903530",info@stadtwerke-huntetal.de,www.stadtwerke-huntetal.de/de/Baeder/Freizeitbad-Hunteholz/,03251005,8.504315,52.707432,nein,,,,,,,,,Stadtwerke,"Stadtwerke Huntetal",Stadtwerke,"Stadtwerke Huntetal",,,,3.5,nein,ja,ja,nein,nein,nein,nein,450,ja,,,,,nein,ja,nein,nein,nein,nein,nein,nein,ja,ja,nein,nein,nein,nein,,,Beachvolleyball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,Spielplatz,nein,nein,ja,ja,nein,nein,,,,,,,,,nein,,,ja,,,,,,,,,,nein,,,
7513,Hallenbad,"Hallenbad Martfeld","Schulstraße 11",27327,Martfeld,,"04252 391411",info@hallendbad-martfeld.de,www.hallenbad-martfeld.de/,03251026,9.063911,52.875344,nein,,,September,April,,,,,"Gemeinde oder Stadt","Samtgemeinde Martfeld",Verein,"Förderverein Hallenbad Martfeld e. V.",,,,3,ja,nein,ja,nein,nein,nein,nein,50,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,ja,ja,,,2,,,,,,nein,,nein,,nein,,,,,,,,,"Turnhalle durch den Schwimmmeisterraum erreichbar",,,,,,ja,nein,nein,,nein,nein,ja,nein,nein,,nein,,nein,,nein,,,,,nein,,,ja,ja,ja,nein,nein,nein,,,,,,,,,nein,,,ja,3,,,,,,,,,nein,,,
7517,Freibad,"Freibad Schwarme","Mühlenweg 14",27327,Schwarme,"Nils Igwerks","04258 444",nils.igwerks@bruchhausen-vilsen.de,www.bruchhausen-vilsen.de/tourismus-luftkurort/gesundheit-und-bewegung/sonstige-sportangebote/schwimmen/freibad-schwarme.html,03251033,9.024402,52.903158,nein,Mai,September,,,,,,,"Gemeinde oder Stadt","Samtgemeinde Bruchhausen-Vilsen","Gemeinde oder Stadt","Samtgemeinde Bruchhausen-Vilsen",,,,3,ja,ja,ja,nein,nein,nein,nein,50,ja,,,,,nein,nein,nein,nein,nein,ja,nein,nein,nein,ja,nein,nein,ja,nein,ja,nein,"Fußball, Beachvolleyball, Basketball",,2,12,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,ja,nein,nein,,nein,,,,,,,,,,,Spielplatz,nein,nein,ja,nein,nein,nein,,,,,,,,,nein,,,ja,,,,,,,,,,nein,,,
7521,Freibad,"Freibad Barenburg","Furthweg 2",27245,Barenburg,,"04273 1276",freibad-barenburg@ewetel.net,www.kirchdorf.de/Touristik-Freizeit/Sehenswertes/Freibad-in-Barenburg,03251004,8.803321,52.620352,nein,,,,,,,,,Sonstige,"Samtgemeinde Kirchdorf",Sonstige,"Samtgemeinde Kirchdorf",,,,3.5,ja,nein,ja,nein,nein,nein,nein,500,ja,,,,,nein,nein,nein,nein,nein,ja,nein,ja,ja,nein,nein,nein,ja,nein,ja,nein,"Badminton, Basketball, Tischtennis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,nein,nein,ja,nein,nein,nein,,,,,,,,,nein,,,ja,,,,,,,,,,nein,,,
7523,Hallenbad,"Hallenbad Aquaris","Schulstraße 9",27246,Borstel,"Herr Fortkamp","04276 979135",c.fortkamp@siedenburg-online.de,www.siedenburg-online.de/info/poi/hallenbad-aquaris-borstel-16000044-21930.html,03251008,8.972121,52.671572,nein,,,Oktober,März,,,,,Sonstige,"Samtgemeinde Siedenburg",Sonstige,"Samtgemeinde Siedenburg",,,,2.5,ja,nein,ja,nein,nein,nein,nein,150,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,nein,nein,nein,,,,,,,,,nein,"Zehnerkarten, Saisonkarten, Jahreskarten",,nein,,,,,,,,,,nein,,,
